Year,offense_code,Offense,Age,Count,Age Category,Genre
1996,ASR_STP,Stolen Property,f_17,975,17 year old,Female
1996,ASR_VAN,Vandalism,m_16,18746,16 year old,Male
1995,ASR_ARSON,Arson,f_10_12,193,10 to 12 year old,Female
1995,ASR_EMB,Embezzlement,m_0_9,6,0 to 9 year old,Male
1995,ASR_FRD,Fraud,f_17,1563,17 year old,Female
1995,ASR_HOM,Murder and Nonnegligent Homicide,m_16,787,16 year old,Male
1995,ASR_LRC,Larceny,f_13_14,40588,13 or 14 year old,Female
1995,ASR_LRC,Larceny,m_16,52611,16 year old,Male
1995,ASR_OTH,All Other Offenses,f_0_9,962,0 to 9 year old,Female
1995,ASR_OTH,All Other Offenses,m_15,51129,15 year old,Male
1995,ASR_PRS,Prostitution and Commercialized Vice,m_0_9,4,0 to 9 year old,Male
1995,ASR_RUN,Runaway,f_10_12,7091,10 to 12 year old,Female
1995,ASR_RUN,Runaway,f_15,30571,15 year old,Female
1995,ASR_SUS,Suspicion,f_17,71,17 year old,Female
1995,ASR_VAN,Vandalism,m_13_14,27992,13 or 14 year old,Male
1995,ASR_VAN,Vandalism,m_0_9,4796,0 to 9 year old,Male
1995,ASR_WEAP,Weapons,f_10_12,351,10 to 12 year old,Female
1994,ASR_ARSON,Arson,m_10_12,1808,10 to 12 year old,Male
1994,ASR_AST_SMP,Simple Assault,m_10_12,14498,10 to 12 year old,Male
1994,ASR_AST_SMP,Simple Assault,f_10_12,4527,10 to 12 year old,Female
1994,ASR_AST_SMP,Simple Assault,f_17,7306,17 year old,Female
1994,ASR_AST_SMP,Simple Assault,m_17,26313,17 year old,Male
1994,ASR_BRG,Burglary,m_10_12,10603,10 to 12 year old,Male
1994,ASR_BRG,Burglary,f_10_12,1290,10 to 12 year old,Female
1994,ASR_EMB,Embezzlement,m_13_14,44,13 or 14 year old,Male
1994,ASR_LIQ,Liquor Laws,m_16,19921,16 year old,Male
1994,ASR_LRC,Larceny,m_16,52623,16 year old,Male
1994,ASR_MAN,Manslaughter by Negligence,f_17,8,17 year old,Female
1994,ASR_OTH,All Other Offenses,f_0_9,1245,0 to 9 year old,Female
1994,ASR_OTH,All Other Offenses,m_0_9,4169,0 to 9 year old,Male
1994,ASR_PRS,Prostitution and Commercialized Vice,f_17,220,17 year old,Female
1994,ASR_RUN,Runaway,m_0_9,1481,0 to 9 year old,Male
1994,ASR_VAG,Vagrancy,m_15,632,15 year old,Male
1994,ASR_WEAP,Weapons,m_13_14,11205,13 or 14 year old,Male
1994,ASR_WEAP,Weapons,f_0_9,50,0 to 9 year old,Female
1994,ASR_WEAP,Weapons,m_16,11471,16 year old,Male
1999,ASR_DIS,Disorderly Conduct,m_10_12,8228,10 to 12 year old,Male
1999,ASR_DRG,Drug Abuse Violations,m_13_14,16168,13 or 14 year old,Male
1999,ASR_DRG,Drug Abuse Violations,f_0_9,49,0 to 9 year old,Female
1999,ASR_DRK,Drunkenness,m_17,6009,17 year old,Male
1999,ASR_DUI,Drive Under the Influence,f_0_9,17,0 to 9 year old,Female
1999,ASR_FOR,Forgery and Counterfeiting,m_13_14,322,13 or 14 year old,Male
1999,ASR_FOR,Forgery and Counterfeiting,f_15,302,15 year old,Female
1999,ASR_GAM,Gambling,m_17,549,17 year old,Male
1999,ASR_GAM,Gambling,m_15,198,15 year old,Male
1999,ASR_MVT,Motor Vehicle Theft,m_15,6972,15 year old,Male
1999,ASR_PRS,Prostitution and Commercialized Vice,f_10_12,7,10 to 12 year old,Female
1999,ASR_RPE,Rape,m_13_14,886,13 or 14 year old,Male
1999,ASR_VAG,Vagrancy,m_10_12,55,10 to 12 year old,Male
1999,ASR_VAG,Vagrancy,m_13_14,250,13 or 14 year old,Male
1998,ASR_AST,Aggravated Assault,f_15,2424,15 year old,Female
1998,ASR_DRG,Drug Abuse Violations,f_13_14,3892,13 or 14 year old,Female
1998,ASR_DUI,Drive Under the Influence,m_17,8236,17 year old,Male
2015,ASR_VAG,Vagrancy,f_17,45,17 year old,Female
2015,ASR_VAN,Vandalism,f_15,1065,15 year old,Female
2015,ASR_WEAP,Weapons,f_10_12,193,10 to 12 year old,Female
2015,ASR_WEAP,Weapons,f_17,378,17 year old,Female
2014,ASR_ARSON,Arson,m_16,334,16 year old,Male
2014,ASR_AST,Aggravated Assault,m_17,4831,17 year old,Male
2014,ASR_DRG,Drug Abuse Violations,f_16,4447,16 year old,Female
2014,ASR_DUI,Drive Under the Influence,m_15,162,15 year old,Male
2014,ASR_EMB,Embezzlement,f_15,5,15 year old,Female
2014,ASR_FRD,Fraud,f_0_9,6,0 to 9 year old,Female
2014,ASR_GAM,Gambling,f_13_14,10,13 or 14 year old,Female
2014,ASR_LIQ,Liquor Laws,m_16,7056,16 year old,Male
2014,ASR_MVT,Motor Vehicle Theft,f_13_14,436,13 or 14 year old,Female
2014,ASR_MVT,Motor Vehicle Theft,m_15,1939,15 year old,Male
2014,ASR_OTH,All Other Offenses,m_17,34754,17 year old,Male
2014,ASR_SUS,Suspicion,m_16,43,16 year old,Male
2013,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,3279,13 or 14 year old,Female
2013,ASR_CUR,Curfew and Loitering Law Violations,f_16,3544,16 year old,Female
2013,ASR_DRK,Drunkenness,f_10_12,25,10 to 12 year old,Female
2013,ASR_FAM,Offenses Against the Family and Children,m_13_14,321,13 or 14 year old,Male
2013,ASR_FOR,Forgery and Counterfeiting,m_10_12,11,10 to 12 year old,Male
2013,ASR_FOR,Forgery and Counterfeiting,f_15,20,15 year old,Female
2013,ASR_GAM,Gambling,m_13_14,76,13 or 14 year old,Male
2013,ASR_SEX,Sex Offenses,f_0_9,20,0 to 9 year old,Female
2013,ASR_SEX,Sex Offenses,m_16,1213,16 year old,Male
2013,ASR_SUS,Suspicion,m_16,26,16 year old,Male
2013,ASR_SUS,Suspicion,m_17,17,17 year old,Male
2012,ASR_AST,Aggravated Assault,m_15,3960,15 year old,Male
2012,ASR_DRK,Drunkenness,m_0_9,22,0 to 9 year old,Male
2012,ASR_FAM,Offenses Against the Family and Children,m_13_14,362,13 or 14 year old,Male
2012,ASR_FRD,Fraud,m_15,398,15 year old,Male
2012,ASR_MVT,Motor Vehicle Theft,m_10_12,196,10 to 12 year old,Male
2012,ASR_MVT,Motor Vehicle Theft,f_16,429,16 year old,Female
2012,ASR_MVT,Motor Vehicle Theft,f_15,396,15 year old,Female
2012,ASR_OTH,All Other Offenses,f_0_9,329,0 to 9 year old,Female
2012,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,19,13 or 14 year old,Male
2012,ASR_SEX,Sex Offenses,f_15,207,15 year old,Female
2012,ASR_SEX,Sex Offenses,m_17,1553,17 year old,Male
2012,ASR_SEX,Sex Offenses,m_15,1508,15 year old,Male
2012,ASR_VAN,Vandalism,m_16,8662,16 year old,Male
2011,ASR_AST,Aggravated Assault,m_0_9,264,0 to 9 year old,Male
2011,ASR_AST_SMP,Simple Assault,m_10_12,10814,10 to 12 year old,Male
2011,ASR_DUI,Drive Under the Influence,f_10_12,7,10 to 12 year old,Female
2011,ASR_EMB,Embezzlement,f_13_14,10,13 or 14 year old,Female
2011,ASR_FRD,Fraud,m_0_9,9,0 to 9 year old,Male
2011,ASR_GAM,Gambling,m_10_12,3,10 to 12 year old,Male
2011,ASR_HOM,Murder and Nonnegligent Homicide,f_10_12,1,10 to 12 year old,Female
2011,ASR_LIQ,Liquor Laws,f_10_12,340,10 to 12 year old,Female
2011,ASR_OTH,All Other Offenses,f_10_12,2488,10 to 12 year old,Female
1996,ASR_CUR,Curfew and Loitering Law Violations,m_17,22606,17 year old,Male
1996,ASR_DIS,Disorderly Conduct,f_0_9,287,0 to 9 year old,Female
1996,ASR_DRK,Drunkenness,f_15,636,15 year old,Female
1996,ASR_DUI,Drive Under the Influence,f_13_14,61,13 or 14 year old,Female
1996,ASR_EMB,Embezzlement,f_13_14,17,13 or 14 year old,Female
1996,ASR_MAN,Manslaughter by Negligence,f_13_14,1,13 or 14 year old,Female
1996,ASR_MAN,Manslaughter by Negligence,m_13_14,12,13 or 14 year old,Male
1996,ASR_MVT,Motor Vehicle Theft,f_0_9,12,0 to 9 year old,Female
1996,ASR_OTH,All Other Offenses,f_17,16123,17 year old,Female
1996,ASR_OTH,All Other Offenses,m_0_9,3870,0 to 9 year old,Male
1996,ASR_PRS,Prostitution and Commercialized Vice,f_0_9,3,0 to 9 year old,Female
1996,ASR_RPE,Rape,m_15,757,15 year old,Male
1996,ASR_WEAP,Weapons,m_13_14,7728,13 or 14 year old,Male
1996,ASR_WEAP,Weapons,m_16,8960,16 year old,Male
1995,ASR_CUR,Curfew and Loitering Law Violations,m_16,23365,16 year old,Male
1995,ASR_DUI,Drive Under the Influence,m_15,402,15 year old,Male
1995,ASR_EMB,Embezzlement,f_10_12,1,10 to 12 year old,Female
1995,ASR_EMB,Embezzlement,f_16,127,16 year old,Female
1995,ASR_FOR,Forgery and Counterfeiting,f_17,1006,17 year old,Female
1995,ASR_FRD,Fraud,m_10_12,523,10 to 12 year old,Male
1995,ASR_LRC,Larceny,f_0_9,1863,0 to 9 year old,Female
1995,ASR_MAN,Manslaughter by Negligence,f_17,6,17 year old,Female
1995,ASR_OTH,All Other Offenses,f_10_12,4192,10 to 12 year old,Female
1995,ASR_PRS,Prostitution and Commercialized Vice,f_15,81,15 year old,Female
1995,ASR_RPE,Rape,f_10_12,12,10 to 12 year old,Female
1995,ASR_SUS,Suspicion,f_13_14,88,13 or 14 year old,Female
1995,ASR_WEAP,Weapons,f_13_14,1217,13 or 14 year old,Female
1994,ASR_AST,Aggravated Assault,m_10_12,4346,10 to 12 year old,Male
1994,ASR_BRG,Burglary,f_13_14,3698,13 or 14 year old,Female
1994,ASR_CUR,Curfew and Loitering Law Violations,m_16,21084,16 year old,Male
1994,ASR_DRG,Drug Abuse Violations,m_16,32980,16 year old,Male
1994,ASR_EMB,Embezzlement,m_0_9,4,0 to 9 year old,Male
1994,ASR_FAM,Offenses Against the Family and Children,f_16,329,16 year old,Female
1994,ASR_FRD,Fraud,m_16,3171,16 year old,Male
1994,ASR_GAM,Gambling,f_17,21,17 year old,Female
1994,ASR_LIQ,Liquor Laws,m_17,32837,17 year old,Male
1994,ASR_SEX,Sex Offenses,f_10_12,185,10 to 12 year old,Female
1994,ASR_SEX,Sex Offenses,m_16,2088,16 year old,Male
1994,ASR_VAG,Vagrancy,m_10_12,127,10 to 12 year old,Male
1994,ASR_VAG,Vagrancy,f_10_12,26,10 to 12 year old,Female
1994,ASR_VAG,Vagrancy,f_15,143,15 year old,Female
2002,ASR_DIS,Disorderly Conduct,f_13_14,14544,13 or 14 year old,Female
2002,ASR_DIS,Disorderly Conduct,f_17,6927,17 year old,Female
2002,ASR_DRK,Drunkenness,f_17,1092,17 year old,Female
2000,ASR_FAM,Offenses Against the Family and Children,f_10_12,190,10 to 12 year old,Female
2000,ASR_SEX,Sex Offenses,m_13_14,4002,13 or 14 year old,Male
1999,ASR_ARSON,Arson,m_17,516,17 year old,Male
2014,ASR_SUS,Suspicion,m_15,119,15 year old,Male
2014,ASR_VAG,Vagrancy,m_17,162,17 year old,Male
2013,ASR_BRG,Burglary,m_17,8745,17 year old,Male
2013,ASR_BRG,Burglary,m_15,6017,15 year old,Male
2013,ASR_EMB,Embezzlement,m_17,110,17 year old,Male
2013,ASR_FAM,Offenses Against the Family and Children,m_16,258,16 year old,Male
2013,ASR_HOM,Murder and Nonnegligent Homicide,m_16,146,16 year old,Male
2013,ASR_LRC,Larceny,m_10_12,6087,10 to 12 year old,Male
2013,ASR_OTH,All Other Offenses,f_17,11540,17 year old,Female
2013,ASR_OTH,All Other Offenses,f_15,8867,15 year old,Female
2013,ASR_RPE,Rape,f_0_9,3,0 to 9 year old,Female
2013,ASR_STP,Stolen Property,f_15,318,15 year old,Female
2013,ASR_VAN,Vandalism,f_0_9,87,0 to 9 year old,Female
2013,ASR_WEAP,Weapons,f_13_14,495,13 or 14 year old,Female
2013,ASR_WEAP,Weapons,m_13_14,3383,13 or 14 year old,Male
2012,ASR_BRG,Burglary,m_16,9518,16 year old,Male
2012,ASR_BRG,Burglary,m_0_9,291,0 to 9 year old,Male
2012,ASR_CUR,Curfew and Loitering Law Violations,m_17,10080,17 year old,Male
2012,ASR_DIS,Disorderly Conduct,f_0_9,127,0 to 9 year old,Female
2012,ASR_DRK,Drunkenness,f_10_12,23,10 to 12 year old,Female
2012,ASR_DUI,Drive Under the Influence,f_16,468,16 year old,Female
2012,ASR_DUI,Drive Under the Influence,m_17,4032,17 year old,Male
2012,ASR_DUI,Drive Under the Influence,m_0_9,14,0 to 9 year old,Male
2012,ASR_GAM,Gambling,f_15,4,15 year old,Female
2012,ASR_STP,Stolen Property,m_17,2843,17 year old,Male
2011,ASR_ARSON,Arson,f_15,101,15 year old,Female
2011,ASR_AST,Aggravated Assault,f_17,1915,17 year old,Female
2011,ASR_AST,Aggravated Assault,m_15,4285,15 year old,Male
2011,ASR_BRG,Burglary,m_13_14,8868,13 or 14 year old,Male
2011,ASR_DUI,Drive Under the Influence,m_15,234,15 year old,Male
2011,ASR_EMB,Embezzlement,f_15,7,15 year old,Female
2011,ASR_FAM,Offenses Against the Family and Children,m_0_9,37,0 to 9 year old,Male
2011,ASR_LRC,Larceny,f_0_9,268,0 to 9 year old,Female
2011,ASR_MAN,Manslaughter by Negligence,m_10_12,1,10 to 12 year old,Male
2011,ASR_RPE,Rape,m_13_14,545,13 or 14 year old,Male
1996,ASR_EMB,Embezzlement,m_10_12,8,10 to 12 year old,Male
1996,ASR_EMB,Embezzlement,f_10_12,3,10 to 12 year old,Female
1996,ASR_FAM,Offenses Against the Family and Children,m_0_9,123,0 to 9 year old,Male
1996,ASR_FOR,Forgery and Counterfeiting,m_17,1938,17 year old,Male
1996,ASR_FRD,Fraud,m_13_14,3109,13 or 14 year old,Male
1996,ASR_HOM,Murder and Nonnegligent Homicide,f_17,42,17 year old,Female
1996,ASR_MVT,Motor Vehicle Theft,f_17,1394,17 year old,Female
1996,ASR_PRS,Prostitution and Commercialized Vice,m_0_9,8,0 to 9 year old,Male
1996,ASR_RUN,Runaway,f_0_9,478,0 to 9 year old,Female
1996,ASR_SEX,Sex Offenses,m_13_14,3842,13 or 14 year old,Male
1996,ASR_SUS,Suspicion,m_0_9,17,0 to 9 year old,Male
1996,ASR_VAG,Vagrancy,m_0_9,12,0 to 9 year old,Male
1995,ASR_ARSON,Arson,f_15,145,15 year old,Female
1995,ASR_AST_SMP,Simple Assault,f_0_9,589,0 to 9 year old,Female
1995,ASR_BRG,Burglary,f_13_14,3255,13 or 14 year old,Female
1995,ASR_DRK,Drunkenness,m_10_12,158,10 to 12 year old,Male
1995,ASR_FAM,Offenses Against the Family and Children,m_15,718,15 year old,Male
1995,ASR_FOR,Forgery and Counterfeiting,m_13_14,382,13 or 14 year old,Male
1995,ASR_LIQ,Liquor Laws,f_10_12,345,10 to 12 year old,Female
1995,ASR_PRS,Prostitution and Commercialized Vice,m_10_12,25,10 to 12 year old,Male
1995,ASR_VAN,Vandalism,f_10_12,1598,10 to 12 year old,Female
1995,ASR_VAN,Vandalism,m_17,17041,17 year old,Male
1995,ASR_WEAP,Weapons,f_0_9,32,0 to 9 year old,Female
1994,ASR_ARSON,Arson,m_13_14,2618,13 or 14 year old,Male
1994,ASR_BRG,Burglary,f_17,1683,17 year old,Female
1994,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,118,0 to 9 year old,Female
1994,ASR_DRK,Drunkenness,f_17,746,17 year old,Female
1994,ASR_DUI,Drive Under the Influence,f_10_12,7,10 to 12 year old,Female
1994,ASR_DUI,Drive Under the Influence,m_13_14,141,13 or 14 year old,Male
1994,ASR_FAM,Offenses Against the Family and Children,m_0_9,54,0 to 9 year old,Male
1994,ASR_GAM,Gambling,f_10_12,3,10 to 12 year old,Female
1994,ASR_OTH,All Other Offenses,f_17,16853,17 year old,Female
1994,ASR_PRS,Prostitution and Commercialized Vice,m_15,53,15 year old,Male
1994,ASR_ROB,Robbery,m_10_12,2232,10 to 12 year old,Male
1994,ASR_RUN,Runaway,f_16,22262,16 year old,Female
1994,ASR_SEX,Sex Offenses,m_10_12,1904,10 to 12 year old,Male
1994,ASR_SEX,Sex Offenses,f_15,191,15 year old,Female
1999,ASR_DRG,Drug Abuse Violations,f_10_12,550,10 to 12 year old,Female
1999,ASR_DUI,Drive Under the Influence,m_15,536,15 year old,Male
1999,ASR_EMB,Embezzlement,m_0_9,3,0 to 9 year old,Male
1999,ASR_FOR,Forgery and Counterfeiting,m_0_9,17,0 to 9 year old,Male
1999,ASR_FRD,Fraud,m_10_12,640,10 to 12 year old,Male
1999,ASR_LRC,Larceny,f_16,20364,16 year old,Female
1999,ASR_ROB,Robbery,m_13_14,4915,13 or 14 year old,Male
1999,ASR_RUN,Runaway,m_13_14,11778,13 or 14 year old,Male
1999,ASR_SUS,Suspicion,f_16,51,16 year old,Female
1999,ASR_VAG,Vagrancy,f_0_9,3,0 to 9 year old,Female
1998,ASR_DIS,Disorderly Conduct,f_13_14,11609,13 or 14 year old,Female
1998,ASR_DRK,Drunkenness,f_13_14,613,13 or 14 year old,Female
1998,ASR_EMB,Embezzlement,m_17,347,17 year old,Male
1998,ASR_FAM,Offenses Against the Family and Children,f_16,545,16 year old,Female
1998,ASR_FRD,Fraud,m_15,2921,15 year old,Male
1998,ASR_GAM,Gambling,f_13_14,6,13 or 14 year old,Female
1998,ASR_LRC,Larceny,m_0_9,4677,0 to 9 year old,Male
1998,ASR_PRS,Prostitution and Commercialized Vice,m_16,145,16 year old,Male
1998,ASR_SUS,Suspicion,f_10_12,13,10 to 12 year old,Female
1998,ASR_SUS,Suspicion,f_0_9,7,0 to 9 year old,Female
1998,ASR_SUS,Suspicion,m_15,146,15 year old,Male
1997,ASR_ARSON,Arson,m_15,850,15 year old,Male
2006,ASR_HOM,Murder and Nonnegligent Homicide,m_16,273,16 year old,Male
2006,ASR_LRC,Larceny,m_17,29643,17 year old,Male
2006,ASR_MAN,Manslaughter by Negligence,f_17,12,17 year old,Female
2006,ASR_RUN,Runaway,m_16,9945,16 year old,Male
2006,ASR_SEX,Sex Offenses,f_13_14,343,13 or 14 year old,Female
2006,ASR_SUS,Suspicion,m_15,53,15 year old,Male
2005,ASR_ARSON,Arson,m_13_14,1874,13 or 14 year old,Male
2005,ASR_AST_SMP,Simple Assault,f_10_12,5513,10 to 12 year old,Female
2005,ASR_FOR,Forgery and Counterfeiting,f_17,540,17 year old,Female
1997,ASR_WEAP,Weapons,m_17,10023,17 year old,Male
1996,ASR_ARSON,Arson,m_16,735,16 year old,Male
1996,ASR_BRG,Burglary,m_17,19466,17 year old,Male
1996,ASR_EMB,Embezzlement,f_0_9,3,0 to 9 year old,Female
1996,ASR_FAM,Offenses Against the Family and Children,f_17,445,17 year old,Female
1996,ASR_FRD,Fraud,f_15,1007,15 year old,Female
1996,ASR_GAM,Gambling,m_10_12,35,10 to 12 year old,Male
1996,ASR_LIQ,Liquor Laws,m_13_14,6410,13 or 14 year old,Male
1996,ASR_LRC,Larceny,f_13_14,38340,13 or 14 year old,Female
1996,ASR_SUS,Suspicion,m_15,268,15 year old,Male
1996,ASR_WEAP,Weapons,f_0_9,38,0 to 9 year old,Female
1995,ASR_ARSON,Arson,m_17,623,17 year old,Male
1995,ASR_AST,Aggravated Assault,m_15,10245,15 year old,Male
1995,ASR_BRG,Burglary,m_13_14,25622,13 or 14 year old,Male
1995,ASR_BRG,Burglary,f_17,1803,17 year old,Female
1995,ASR_DUI,Drive Under the Influence,f_13_14,42,13 or 14 year old,Female
1995,ASR_EMB,Embezzlement,m_10_12,18,10 to 12 year old,Male
1995,ASR_FOR,Forgery and Counterfeiting,f_0_9,11,0 to 9 year old,Female
1995,ASR_FOR,Forgery and Counterfeiting,m_0_9,13,0 to 9 year old,Male
1995,ASR_GAM,Gambling,m_17,777,17 year old,Male
1995,ASR_LRC,Larceny,f_15,25133,15 year old,Female
1995,ASR_OTH,All Other Offenses,f_17,16346,17 year old,Female
1995,ASR_OTH,All Other Offenses,m_0_9,3720,0 to 9 year old,Male
1995,ASR_RUN,Runaway,f_17,8432,17 year old,Female
1995,ASR_SEX,Sex Offenses,f_13_14,323,13 or 14 year old,Female
1995,ASR_VAN,Vandalism,f_17,1825,17 year old,Female
1995,ASR_WEAP,Weapons,m_10_12,2654,10 to 12 year old,Male
1995,ASR_WEAP,Weapons,f_17,691,17 year old,Female
1994,ASR_AST_SMP,Simple Assault,f_0_9,535,0 to 9 year old,Female
1994,ASR_DRG,Drug Abuse Violations,m_17,44049,17 year old,Male
1994,ASR_DRK,Drunkenness,m_0_9,102,0 to 9 year old,Male
1994,ASR_FOR,Forgery and Counterfeiting,f_10_12,59,10 to 12 year old,Female
1994,ASR_FRD,Fraud,m_15,2961,15 year old,Male
1994,ASR_LRC,Larceny,f_17,22725,17 year old,Female
1994,ASR_RPE,Rape,m_15,885,15 year old,Male
1994,ASR_RUN,Runaway,f_17,9111,17 year old,Female
1994,ASR_STP,Stolen Property,f_16,937,16 year old,Female
1994,ASR_STP,Stolen Property,f_17,863,17 year old,Female
1994,ASR_STP,Stolen Property,m_16,7796,16 year old,Male
1994,ASR_SUS,Suspicion,f_16,64,16 year old,Female
1999,ASR_DRG,Drug Abuse Violations,f_16,5538,16 year old,Female
1999,ASR_DRK,Drunkenness,m_13_14,1148,13 or 14 year old,Male
1999,ASR_FRD,Fraud,m_13_14,2808,13 or 14 year old,Male
1999,ASR_HOM,Murder and Nonnegligent Homicide,m_15,140,15 year old,Male
1999,ASR_LIQ,Liquor Laws,m_16,23756,16 year old,Male
1999,ASR_MAN,Manslaughter by Negligence,f_15,2,15 year old,Female
1999,ASR_ROB,Robbery,m_15,4725,15 year old,Male
1999,ASR_RPE,Rape,f_16,9,16 year old,Female
1999,ASR_RUN,Runaway,f_13_14,20662,13 or 14 year old,Female
1999,ASR_VAN,Vandalism,m_17,14266,17 year old,Male
1999,ASR_WEAP,Weapons,f_16,583,16 year old,Female
1998,ASR_AST_SMP,Simple Assault,m_13_14,31141,13 or 14 year old,Male
1998,ASR_DRG,Drug Abuse Violations,m_0_9,283,0 to 9 year old,Male
1998,ASR_DRK,Drunkenness,f_16,772,16 year old,Female
1998,ASR_FAM,Offenses Against the Family and Children,f_10_12,200,10 to 12 year old,Female
1998,ASR_GAM,Gambling,m_10_12,15,10 to 12 year old,Male
1998,ASR_PRS,Prostitution and Commercialized Vice,m_17,269,17 year old,Male
1998,ASR_VAG,Vagrancy,f_17,131,17 year old,Female
1997,ASR_BRG,Burglary,m_15,16490,15 year old,Male
1997,ASR_DRG,Drug Abuse Violations,f_15,4205,15 year old,Female
1997,ASR_DRK,Drunkenness,f_16,598,16 year old,Female
1997,ASR_EMB,Embezzlement,m_15,42,15 year old,Male
1997,ASR_FAM,Offenses Against the Family and Children,m_16,1055,16 year old,Male
1997,ASR_FOR,Forgery and Counterfeiting,m_17,1789,17 year old,Male
1997,ASR_FRD,Fraud,m_17,4037,17 year old,Male
1997,ASR_LIQ,Liquor Laws,f_16,9928,16 year old,Female
1997,ASR_LRC,Larceny,m_13_14,65518,13 or 14 year old,Male
1997,ASR_MAN,Manslaughter by Negligence,f_17,8,17 year old,Female
1997,ASR_RPE,Rape,m_16,840,16 year old,Male
1997,ASR_STP,Stolen Property,m_0_9,166,0 to 9 year old,Male
2013,ASR_WEAP,Weapons,f_16,345,16 year old,Female
2013,ASR_WEAP,Weapons,f_15,339,15 year old,Female
2012,ASR_DIS,Disorderly Conduct,m_10_12,5719,10 to 12 year old,Male
2012,ASR_DIS,Disorderly Conduct,f_13_14,10821,13 or 14 year old,Female
2012,ASR_DIS,Disorderly Conduct,m_0_9,540,0 to 9 year old,Male
2012,ASR_DRK,Drunkenness,f_15,425,15 year old,Female
2012,ASR_EMB,Embezzlement,f_17,86,17 year old,Female
2012,ASR_FOR,Forgery and Counterfeiting,f_16,78,16 year old,Female
2012,ASR_FRD,Fraud,f_15,195,15 year old,Female
2012,ASR_LIQ,Liquor Laws,m_17,20024,17 year old,Male
2012,ASR_MAN,Manslaughter by Negligence,f_16,5,16 year old,Female
2012,ASR_PRS,Prostitution and Commercialized Vice,f_10_12,3,10 to 12 year old,Female
2012,ASR_RPE,Rape,m_13_14,585,13 or 14 year old,Male
2012,ASR_SEX,Sex Offenses,f_0_9,25,0 to 9 year old,Female
2012,ASR_SUS,Suspicion,f_10_12,9,10 to 12 year old,Female
2012,ASR_SUS,Suspicion,m_13_14,44,13 or 14 year old,Male
2011,ASR_EMB,Embezzlement,m_13_14,14,13 or 14 year old,Male
2011,ASR_FOR,Forgery and Counterfeiting,m_10_12,27,10 to 12 year old,Male
2011,ASR_GAM,Gambling,f_13_14,12,13 or 14 year old,Female
2011,ASR_GAM,Gambling,m_16,210,16 year old,Male
2011,ASR_OTH,All Other Offenses,m_17,51562,17 year old,Male
2016,ASR_AST_SMP,Simple Assault,m_13_14,16966,13 or 14 year old,Male
2016,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,4160,13 or 14 year old,Male
2002,ASR_FAM,Offenses Against the Family and Children,m_16,915,16 year old,Male
2002,ASR_FAM,Offenses Against the Family and Children,m_0_9,220,0 to 9 year old,Male
2002,ASR_FRD,Fraud,f_10_12,69,10 to 12 year old,Female
2002,ASR_LRC,Larceny,f_15,19960,15 year old,Female
2002,ASR_MAN,Manslaughter by Negligence,m_13_14,6,13 or 14 year old,Male
2002,ASR_MVT,Motor Vehicle Theft,m_16,7817,16 year old,Male
2002,ASR_ROB,Robbery,f_16,395,16 year old,Female
2002,ASR_RPE,Rape,m_0_9,41,0 to 9 year old,Male
2002,ASR_RPE,Rape,m_15,574,15 year old,Male
2002,ASR_SEX,Sex Offenses,m_10_12,2078,10 to 12 year old,Male
2002,ASR_STP,Stolen Property,m_0_9,126,0 to 9 year old,Male
2002,ASR_WEAP,Weapons,m_10_12,1993,10 to 12 year old,Male
2001,ASR_AST,Aggravated Assault,m_17,9431,17 year old,Male
2001,ASR_AST,Aggravated Assault,m_15,6860,15 year old,Male
2001,ASR_AST_SMP,Simple Assault,f_10_12,6021,10 to 12 year old,Female
2001,ASR_DRG,Drug Abuse Violations,f_17,7543,17 year old,Female
